huyen,xa,thon,cap
Huyện Phú Vang,Xã Phú Lương,Thôn Lê Xá,capdo1
Huyện Phú Vang,Xã Phú Lương,Thôn Văn Giang,capdo1
Huyện Phú Vang,Xã Phú Lương,Thôn Vĩnh Lương Khê,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn An Dương 1,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn An Dương 2,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn Tân An,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn Trung An,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn Xuân An,capdo1
Huyện Phú Vang,Xã Phú Thuận,Thôn An Dương 3,capdo2
Huyện Phú Vang,Xã Phú Xuân,Thôn Ba Lăng,capdo1
Huyện Phú Vang,Xã Phú Xuân,Thôn Diên Đại,capdo1
Huyện Phú Vang,Xã Phú Xuân,Thôn Lộc Sơn,capdo1
Huyện Phú Vang,Xã Phú Xuân,Thôn Quảng Xuyên,capdo1
Huyện Phú Vang,Xã Phú Xuân,Thôn Thủy Diện,capdo1
Huyện Phú Vang,Xã Phú Xuân,Thôn Xuân ổ,capdo1
Huyện Phú Vang,Xã Vinh An,Thôn Hà úc 1,capdo1
Huyện Phú Vang,Xã Vinh An,Thôn Hà Úc 4,capdo1
Huyện Phú Vang,Xã Vinh An,Thôn Bắc Thượng,capdo1
Huyện Phú Vang,Xã Vinh An,Thôn Hà Úc 2,capdo2
Huyện Phú Vang,Xã Vinh An,Thôn An Mỹ,capdo2
Huyện Phú Vang,Xã Vinh An,Thôn Trung Định Hải,capdo2
Huyện Phú Vang,Xã Vinh An,Thôn Hà Úc 3,capdo3
Huyện Phú Vang,Xã Vinh Hà,Thôn 1,capdo1
Huyện Phú Vang,Xã Vinh Hà,Thôn 2,capdo1
Huyện Phú Vang,Xã Vinh Hà,Thôn 3,capdo1
Huyện Phú Vang,Xã Vinh Hà,Thôn 4,capdo1
Huyện Phú Vang,Xã Vinh Hà,Thôn 5,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 1,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 3,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 4,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 5,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 6,capdo1
Huyện Phú Vang,Xã Vinh Thanh,Thôn 2,capdo2
Huyện Phú Vang,Xã Vinh Xuân,Thôn Kế Võ,capdo1
Huyện Phú Vang,Xã Vinh Xuân,Thôn Khánh Mỹ,capdo1
Huyện Phú Vang,Xã Vinh Xuân,Thôn Mai Vĩnh,capdo1
Huyện Phú Vang,Xã Vinh Xuân,Thôn Tân Sa,capdo1
Huyện Phú Vang,Xã Vinh Xuân,Thôn Xuân Thiên Hạ,capdo1
Huyện Phú Vang,Xã Vinh Xuân,Thôn Xuân Thiên Thượng,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Diêm Tụ,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Hà Kênh,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Mộc Trụ,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Mong B,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Nghĩa Lập,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Tân Phú,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Thanh Lam Bồ,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Trường Hà,capdo1
Huyện Phú Vang,Xã Phú Gia,Thôn Hà Trữ Thượng,capdo2
Huyện Phú Vang,Xã Phú Gia,Thôn Mong C,capdo3
Huyện Phú Vang,Xã Phú Gia,Thôn Mong A,capdo4
Huyện Phú Vang,Xã Phú Hải,Thôn Cự Lại Bắc,capdo1
Huyện Phú Vang,Xã Phú Hải,Thôn Cự Lại Đông,capdo1
Huyện Phú Vang,Xã Phú Hải,Thôn Cự Lại Trung,capdo2
Huyện Phú Vang,Xã Phú Hải,Thôn Cự Lại Nam,capdo3
Huyện Phú Vang,Xã Phú Mỹ,Thôn An Hạ,capdo1
Huyện Phú Vang,Xã Phú Mỹ,Thôn An Lưu,capdo1
Huyện Phú Vang,Xã Phú Mỹ,Thôn Mỹ Lam,capdo1
Huyện Phú Vang,Xã Phú Mỹ,Thôn Phước Linh,capdo1
Huyện Phú Vang,Xã Phú Mỹ,Thôn Vinh Vệ,capdo1
Huyện Phú Vang,Xã Phú Mỹ,Thôn Mong An,capdo2
Huyện Phú Vang,Xã Phú Mỹ,Thôn Dưỡng Mong,capdo3
Huyện Quảng Điền,Thị trấn Sịa,Thôn Giang Đông,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Khuông Phò,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Lương Cổ,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Thạch Bình,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Tráng Lực,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Uất Mậu,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Vĩnh Hòa,capdo1
Huyện Quảng Điền,Thị trấn Sịa,Thôn Văn Căn,capdo2
Huyện Quảng Điền,Thị trấn Sịa,Thôn An Gia,capdo3
Huyện Quảng Điền,Thị trấn Sịa,Thôn Thủ Lễ,capdo3
Huyện Quảng Điền,Xã Quảng An,Thôn An Xuân Bắc,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn An Xuân Đông,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn An Xuân Tây,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn Đông Xuyên,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn Phú Lương B,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn Phước Thanh,capdo1
Huyện Quảng Điền,Xã Quảng An,Thôn Mỹ Xá,capdo2
Huyện Quảng Điền,Xã Quảng Công,Thôn 1,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn 2,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn 3,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn 4,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn An Lộc,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn Cương Gián,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn An Thiền,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn Tiến Công,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn Hải Thành,capdo1
Huyện Quảng Điền,Xã Quảng Công,Thôn Tân Thành,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Cư Lạc,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Hà Công,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Mỹ Thạnh,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Ngư Mỹ Thạnh,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Tháp Nhuận,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Thuỷ Lập,capdo1
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Hà Lạc,capdo2
Huyện Quảng Điền,Xã Quảng Lợi,Thôn Sơn Công,capdo3
Huyện Quảng Điền,Xã Quảng Phú,Thôn Bác Vọng Đông,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Bác Vọng Tây,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Bao La - Đức Nhuận,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Hà Cảng,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Hạ Lang,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Nam Phù - Nho Lâm,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Nghĩa Lộ,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Phú Lễ,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Vạn Hạ Lang,capdo1
Huyện Quảng Điền,Xã Quảng Phú,Thôn Xuân Tuỳ,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Lai Hà,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Nam Giảng,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Tây Hoàng,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Trằm Ngang,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Trung Kiều,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Trung Làng,capdo1
Huyện Quảng Điền,Xã Quảng Thái,Thôn Đông Hồ,capdo3
Huyện Quảng Điền,Xã Quảng Thọ,Thôn La Vân Thượng,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn Lương Cổ,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn Niêm Phò,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn Phò Nam,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn Phước Yên,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn Tân Xuân Lai,capdo1
Huyện Quảng Điền,Xã Quảng Thọ,Thôn La Vân Hạ,capdo2
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn 2,capdo1
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn Đông Hải,capdo1
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn Vĩnh Tu,capdo1
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn Tân Mỹ,capdo1
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn Tây Hải,capdo1
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn 1,capdo2
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn 3,capdo3
Huyện Quảng Điền,Xã Quảng Ngạn,Thôn 13,capdo3
Huyện Quảng Điền,Xã Quảng Phước,Thôn Khuông Phò,capdo1
Huyện Quảng Điền,Xã Quảng Phước,Thôn Lâm Lý,capdo1
Huyện Quảng Điền,Xã Quảng Phước,Thôn Mai Dương,capdo1
Huyện Quảng Điền,Xã Quảng Phước,Thôn Thủ Lễ 3,capdo1
Huyện Quảng Điền,Xã Quảng Phước,Thôn Thủ Lễ 2,capdo2
Huyện Quảng Điền,Xã Quảng Phước,Thôn Hà Đồ - Phước Lập,capdo3
Huyện Quảng Điền,Xã Quảng Thành,Thôn Kim Đôi,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Phú Lương A,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Phú Ngạn,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Quán Hòa,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Tây Thành,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Thành Trung,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Thủy Điền,capdo1
Huyện Quảng Điền,Xã Quảng Thành,Thôn Thanh Hà,capdo2
Huyện Quảng Điền,Xã Quảng Thành,Thôn An Thành,capdo4
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Cao Xá,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Cổ Tháp,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Đông Lâm,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Lai Lâm,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Lai Trung,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Phe Ba,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Sơn Tùng,capdo1
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Đồng Bào,capdo2
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Đức Trọng,capdo2
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Nam Dương,capdo3
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Ô Sa,capdo3
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Phổ Lại,capdo3
Huyện Quảng Điền,Xã Quảng Vinh,Thôn Thanh Cần Trọng Đức,capdo3
Huyện Nam Đông,Thị trấn Khe Tre,Tổ dân phố 1,capdo1
Huyện Nam Đông,Thị trấn Khe Tre,Tổ dân phố 2,capdo1
Huyện Nam Đông,Thị trấn Khe Tre,Tổ dân phố 3,capdo1
Huyện Nam Đông,Thị trấn Khe Tre,Tổ dân phố 5,capdo1
Huyện Nam Đông,Thị trấn Khe Tre,Tổ dân phố 4,capdo2
Huyện Nam Đông,Xã Hương Hữu,Thôn Con Gia,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Gia Hin,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Ra Đang,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Ra Rang,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Rung Ghênh,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Ư Rang,capdo1
Huyện Nam Đông,Xã Hương Hữu,Thôn Ba Tang,capdo3
Huyện Nam Đông,Xã Hương Lộc,Thôn 1,capdo1
Huyện Nam Đông,Xã Hương Lộc,Thôn 2,capdo1
Huyện Nam Đông,Xã Hương Lộc,Thôn 3,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Phú Hoà,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Hà An,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Ka Tư,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Phú Mậu,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Phú Nam,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Thanh An,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Xuân Phú,capdo1
Huyện Nam Đông,Xã Hương Phú,Thôn Đa Phú,capdo3
Huyện Nam Đông,Xã Hương Sơn,Thôn A2,capdo1
Huyện Nam Đông,Xã Hương Sơn,Thôn Bha Bhar,capdo1
Huyện Nam Đông,Xã Hương Sơn,Thôn Pa Noong,capdo1
Huyện Nam Đông,Xã Hương Sơn,Thôn Ta rung,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn 8,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn 9,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn 10,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn 11,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn Phú Nhuận,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn Phú Thuận,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn Tây Linh,capdo1
Huyện Nam Đông,Xã Hương Xuân,Thôn Thuận Lộc,capdo1
Huyện Nam Đông,Xã Thượng Lộ,Thôn Cha Măng,capdo1
Huyện Nam Đông,Xã Thượng Lộ,Thôn Dỗi,capdo1
Huyện Nam Đông,Xã Thượng Lộ,Thôn Ria Hố,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn A Chiếu,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn A Dài,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn A Gôn,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn A Prung,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn A Xăng,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn Cha Ke,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn Ka Đông,capdo1
Huyện Nam Đông,Xã Thượng Long,Thôn Ta Vác,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn A Sách,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn A Tin,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn Hợp Hoà,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn La Vân,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn Lập,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn Tà Lu,capdo1
Huyện Nam Đông,Xã Thượng Nhật,Thôn Ta Rinh,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn A Ka,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn A Răng,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn A Rò,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn Tà Rầu,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn Vinh Giang,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn Vinh Hưng,capdo1
Huyện Nam Đông,Xã Thượng Quảng,Thôn Vinh Mỹ,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 1,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 2,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 3,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 4,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 5,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 6,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 8,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 9,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 10,capdo1
Thị xã Hương Thủy,Phường Phú Bài,Tổ dân phố 7,capdo2
Thị xã Hương Thủy,Xã Dương Hòa,Thôn Buồng Tằm,capdo1
Thị xã Hương Thủy,Xã Dương Hòa,Thôn Hạ,capdo1
Thị xã Hương Thủy,Xã Dương Hòa,Thôn Khe Sòng,capdo1
Thị xã Hương Thủy,Xã Dương Hòa,Thôn Thanh Vân,capdo1
Thị xã Hương Thủy,Xã Dương Hòa,Thôn Hộ,capdo2
Thị xã Hương Thủy,Xã Phú Sơn,Thôn Thôn 1,capdo1
Thị xã Hương Thủy,Xã Phú Sơn,Thôn Thôn 2,capdo1
Thị xã Hương Thủy,Xã Phú Sơn,Thôn Thôn 3,capdo1
Thị xã Hương Thủy,Xã Phú Sơn,Thôn Thôn 4,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 1B,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 2,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 3,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 5,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 6,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 7,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 8B,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 9,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 10,capdo1
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 1A,capdo2
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 4,capdo2
Thị xã Hương Thủy,Xã Thủy Phù,Thôn 8A,capdo2
Thị xã Hương Thủy,Xã Thủy Tân,Thôn Chiết Bi,capdo1
Thị xã Hương Thủy,Xã Thủy Tân,Thôn Hòa Phong,capdo1
Thị xã Hương Thủy,Xã Thủy Tân,Thôn Tân Tô,capdo1
Thị xã Hương Thủy,Xã Thủy Tân,Thôn Tô Đà 1,capdo1
Thị xã Hương Thủy,Xã Thủy Tân,Thôn Tô Đà 2,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 1,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 3,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 6,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 7,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 9,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 10,capdo1
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 2,capdo2
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 4,capdo2
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 5,capdo2
Thị xã Hương Thủy,Phường Thủy Châu,Tổ dân phố 8,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 3,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 4,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 6,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 7,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 8,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 12,capdo1
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 1,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 5,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 9,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 10,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 11,capdo2
Thị xã Hương Thủy,Phường Thủy Dương,Tổ dân phố 2,capdo3
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 1,capdo1
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 3,capdo1
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 4,capdo1
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 5,capdo1
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 6,capdo1
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 2,capdo2
Thị xã Hương Thủy,Phường Thủy Lương,Tổ dân phố 7,capdo3
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 4,capdo1
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 5,capdo1
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 7,capdo1
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 9,capdo1
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 12,capdo1
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 1,capdo2
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 6,capdo2
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 10,capdo2
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 11,capdo2
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 2,capdo3
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 3,capdo3
Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 8,capdo3
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Lang Xá Bàu,capdo1
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Lang Xá Cồn,capdo1
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Vân Thê Nam,capdo1
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Vân Thê Thượng,capdo1
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Vân Thê Trung,capdo1
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Thanh Thủy,capdo2
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Thanh Toàn,capdo2
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Thanh Tuyền,capdo3
Thị xã Hương Thủy,Xã Thủy Thanh,Thôn Vân Thê Đập,capdo3
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Thanh Lương 2,capdo1
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Thanh Lương 3,capdo1
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Thanh Lương 4,capdo1
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Thanh Tiên,capdo1
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Trung Thôn,capdo1
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Thượng Khê,capdo2
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Xuân Tháp,capdo2
Thị xã Hương Trà,Phường Hương Xuân,Tổ dân phố Liễu Nam,capdo2
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 1,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 2,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 3,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 4,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 7,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 8,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 9,capdo1
Thị xã Hương Trà,Phường Tứ Hạ,Tổ dân phố 5,capdo2
Thị xã Hương Trà,Xã Bình Thành,Thôn Bồ Hòn,capdo1
Thị xã Hương Trà,Xã Bình Thành,Thôn Hiệp Hoà,capdo1
Thị xã Hương Trà,Xã Bình Thành,Thôn Hòa Hợp,capdo1
Thị xã Hương Trà,Xã Bình Thành,Thôn Phú Tuyên,capdo1
Thị xã Hương Trà,Xã Bình Thành,Thôn Tam Hiệp,capdo1
Thị xã Hương Trà,Xã Bình Thành,Thôn Hoà Dương,capdo2
Thị xã Hương Trà,Xã Bình Thành,Thôn Tân Thọ,capdo2
Thị xã Hương Trà,Xã Bình Tiến,Thôn 1,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn 2,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn 3,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn 4,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn 5,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn An Vinh,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn Phú Lợi,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn Thuận Lộc,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn Thuận Lợi,capdo1
Thị xã Hương Trà,Xã Bình Tiến,Thôn Đông Hòa,capdo3
Thị xã Hương Trà,Xã Hương Bình,Thôn Bình Dương,capdo1
Thị xã Hương Trà,Xã Hương Bình,Thôn Bình Sơn,capdo1
Thị xã Hương Trà,Xã Hương Bình,Thôn Quang Lộc,capdo1
Thị xã Hương Trà,Xã Hương Bình,Thôn Tân Phong,capdo1
Thị xã Hương Trà,Xã Hương Bình,Thôn Hải Tân,capdo3
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố An Đô,capdo1
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố La Chữ Thượng,capdo1
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố Phú Ổ 2,capdo1
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố Quê Chữ,capdo1
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố La Chữ Đông,capdo2
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố La Chữ Nam,capdo2
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố La Chữ Trung,capdo3
Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố Phú Ổ 1,capdo3
Thị xã Hương Trà,Phường Hương Vân,Tổ dân phố Lai Thành 1,capdo1
Thị xã Hương Trà,Phường Hương Vân,Tổ dân phố Long Khê,capdo1
Thị xã Hương Trà,Phường Hương Vân,Tổ dân phố Sơn Công 1,capdo1
Thị xã Hương Trà,Phường Hương Vân,Tổ dân phố Sơn Công 2,capdo1
Thị xã Hương Trà,Phường Hương Vân,Tổ dân phố Lại Bằng 1,capdo2
